source_id,source_url,name,price,compare_at_price,categories,image_url,concentration,form,storage_requirements
peptide:bebf11f000437ec578dc6937bf3de76d,https://www.corepeptides.com/peptides/mgf-5mg/,MGF – 5MG,50.00,,Peptides,https://cdn-ilelbmd.nitrocdn.com/ZuZRqRWYWMDzGPLeOzCTFysCOlhyeoPd/assets/images/optimized/rev-5f6ec1d/www.corepeptides.com/wp-content/uploads/2020/04/MGF-5MG-265x265.jpg,5MG,Lyophilized powder,Store according to the supplier documentation. Research use only.
peptide:289ae8718bfb585bab3d8471bb3a9d8f,https://www.corepeptides.com/peptides/mgf-igf-1-ec/,MGF IGF-1 EC – 5MG,145.00,,Peptides,https://cdn-ilelbmd.nitrocdn.com/ZuZRqRWYWMDzGPLeOzCTFysCOlhyeoPd/assets/images/optimized/rev-5f6ec1d/www.corepeptides.com/wp-content/uploads/2025/11/MGF-IGF-1-EC-5mg-265x265.png,5MG,Lyophilized powder,Store according to the supplier documentation. Research use only.
peptide:c11579a2ea3453262dcf1540b08ea8ae,https://www.corepeptides.com/peptides/mod-grf-ghrp-2-10mg-blend/,Mod GRF 1-29 & GHRP-2 Blend – 10MG,73.00,,Blends|Peptides,https://cdn-ilelbmd.nitrocdn.com/ZuZRqRWYWMDzGPLeOzCTFysCOlhyeoPd/assets/images/optimized/rev-5f6ec1d/www.corepeptides.com/wp-content/uploads/2020/04/Mod-GRF-1-29-GHRP-2-5-5mg-265x265.jpg,10MG,Lyophilized blend,Store according to the supplier documentation. Research use only.
peptide:22c9c1278794deb4a3e83b8eb104bdc4,https://www.corepeptides.com/peptides/mod-grf-1-29-ghrp-6-blend-10mg/,Mod GRF 1-29 & GHRP-6 Blend – 10MG,75.00,,Blends|Peptides,https://cdn-ilelbmd.nitrocdn.com/ZuZRqRWYWMDzGPLeOzCTFysCOlhyeoPd/assets/images/optimized/rev-5f6ec1d/www.corepeptides.com/wp-content/uploads/2023/03/Mod-GRF-1-29-GHRP-6-5-5mg-265x265.jpg,10MG,Lyophilized blend,Store according to the supplier documentation. Research use only.
peptide:909702e76662f024bcbd78c4833fe88d,https://www.corepeptides.com/peptides/mod-grf-ipamorelin-10mg-blend/,Mod GRF 1-29 & Ipamorelin Blend – 10MG,84.00,,Blends|Peptides,https://cdn-ilelbmd.nitrocdn.com/ZuZRqRWYWMDzGPLeOzCTFysCOlhyeoPd/assets/images/optimized/rev-5f6ec1d/www.corepeptides.com/wp-content/uploads/2020/04/Mod-GRF-1-29-Ipamorelin-5-5MG-265x265.jpg,10MG,Lyophilized blend,Store according to the supplier documentation. Research use only.
peptide:880e9e2e7b5bc988b6669ff9c07c74f6,https://www.corepeptides.com/peptides/mots-c-10mg/,MOTS-C – 10MG,116.00,,Peptides,https://cdn-ilelbmd.nitrocdn.com/ZuZRqRWYWMDzGPLeOzCTFysCOlhyeoPd/assets/images/optimized/rev-5f6ec1d/www.corepeptides.com/wp-content/uploads/2022/12/Mots-C-10MG-265x265.jpg,10MG,Lyophilized powder,Store according to the supplier documentation. Research use only.
peptide:e81dc241e496262355dea8e06436ee09,https://www.corepeptides.com/peptides/n-acetyl-selank-10mg/,N-Acetyl Selank – 10MG,71.00,,Peptides,https://cdn-ilelbmd.nitrocdn.com/ZuZRqRWYWMDzGPLeOzCTFysCOlhyeoPd/assets/images/optimized/rev-5f6ec1d/www.corepeptides.com/wp-content/uploads/2023/03/N-acetyl-Selank-10mg-265x265.jpg,10MG,Lyophilized powder,Store according to the supplier documentation. Research use only.
peptide:710da557ad887db1cecfcc5d41946b24,https://www.corepeptides.com/peptides/n-acetyl-semax-25mg/,N-Acetyl Semax – 25MG,60.00,,Peptides,https://cdn-ilelbmd.nitrocdn.com/ZuZRqRWYWMDzGPLeOzCTFysCOlhyeoPd/assets/images/optimized/rev-5f6ec1d/www.corepeptides.com/wp-content/uploads/2023/03/N-acetyl-Semax-25mg-265x265.jpg,25MG,Lyophilized powder,Store according to the supplier documentation. Research use only.
peptide:e85ebf654e869fcd3810904461b9d2bc,https://www.corepeptides.com/peptides/nad-100mg-750mg/,NAD+ – 100MG / 250MG / 750MG,292.00,,Peptides,https://cdn-ilelbmd.nitrocdn.com/ZuZRqRWYWMDzGPLeOzCTFysCOlhyeoPd/assets/images/optimized/rev-5f6ec1d/www.corepeptides.com/wp-content/uploads/2021/08/NAD-265x265.jpg,100MG,Lyophilized powder,Store according to the supplier documentation. Research use only.
peptide:b751c82c7368144a9da53fa38428d54a,https://www.corepeptides.com/peptides/nonapeptide-1-topical-200mg/,Nonapeptide-1 – 200MG,214.00,,Peptides,https://cdn-ilelbmd.nitrocdn.com/ZuZRqRWYWMDzGPLeOzCTFysCOlhyeoPd/assets/images/optimized/rev-5f6ec1d/www.corepeptides.com/wp-content/uploads/2023/04/NONAPEPTIDE-1-200mg-265x265.jpg,200MG,Lyophilized powder,Store according to the supplier documentation. Research use only.
